rowuniqueId,datasetId,datasetDate,datasetClassId,ldbTradKey,settlementSystem,settlementStatus,frontOfficeTradeId,tradingBookCode,settlementbookCode,isMatured,productType,bookhierarchyId,sapAccountId,principalBranchSDSID,principalBranchName,principal_bplc_group_legalentity,principal_bblc_group_legalentity,principal_bplc_dolsub_legalentity,principal_bblc_dolsub_legalentity,counterpartySDSID,counterpartyType,counterpartyID,transactionslCurrency,name,mail,ssn,creditCardNumber,country,collateralValue,CashAmount,marketValue,DerivedName,DerivedMail,DerivedCountry,DerivedCountryCode,is_pii,is_gdpr,is_geoRestricted
4701cefa-45ea-44a7-a172-337c3d2b57cc,577b0a50-35c,20121208,UnsecuredFunding_ACBS,NULL,ACBS,Settled,20127-3,Cash/Rish Hub BUK,99164,True,VanillaCap,47014,290632,846992,BPLC,N,Y,N,N,438238,external,514448,USD,Fiona Adam,restricted,154-74-1453,1014-7054-7909,United States,423466.26647751644,854155.1246808614,457802.4275184735,Fiona Adam,restricted,United States,US,False,False,False
462fcf6d-54d6-455b-a969-8e490df4b2b5,6b4e67b7-969,20110503,UnsecuredFunding_ACBS,NULL,ACBS,Settled,84934-1,Investment BANK hub,76839,False,FUSD,13185,374777,240566,BBLC,N,N,N,Y,633125,external,816846,NOK,Moore Williams,restricted,restricted,2102-1184-1358,Canada,984690.3020559854,461766.5908161014,162961.17234337056,Moore Williams,restricted,Canada,CA,False,False,False
ba6a6fb5-1dd6-4f3d-b748-dae8190b2de3,ed91d152-19a,20160219,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,29575-6,Cash/Rish Hub BUK,68353,False,NULL,56758,819831,966600,BBLC,Y,Y,Y,Y,813083,internal,606556,NOK,restricted,pqweson2@example.com,restricted,4783-4250-4960,Czech Republic,873902.0688317205,725318.2085882934,802196.9673097645,restricted,pqweson2@example.com,Czech Republic,CZ,False,True,False
c2187c2c-97e4-4bcc-921b-a4a07b154c5d,18616fbe-b1b,20121015,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,46808-3,Investment BANK hub,93006,False,VanillaCap,57794,276569,491606,BPLC,Y,Y,N,Y,158962,internal,114748,SEK,restricted,restricted,restricted,4462-6517-7022,Israel,372750.05818006385,237477.58836664213,256449.40875658824,restricted,restricted,Israel,IL,True,False,False
770dd113-ed22-4e7c-8a36-3a2e8aae38cc,709edef4-c37,20130418,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,48759-4,OperTreas,9841,True,NULL,30330,462025,911533,BUK,N,Y,Y,Y,929863,internal,926841,SGD,restricted,pqweson4@example.com,restricted,4395-1037-7150,Portugal,888498.1701422553,267147.54768795386,286842.190325264,restricted,pqweson4@example.com,Portugal,PT,False,True,False
57021b03-add1-4dbf-b97e-07a58540239d,5cae201b-f24,20200126,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,74017-1,Investment BANK hub,28982,True,restricted,68855,703697,249103,BBLC,N,Y,Y,Y,652870,external,144469,EUR,Charlie Moore,pqweson5@example.com,353-63-6790,8134-2070-4412,Japan,344827.82457766106,876877.2695169986,5030.156240068977,Charlie Moore,pqweson5@example.com,Japan,JP,False,False,False
77301507-175d-4f0e-9993-38173f53ce16,2b23a1b9-fa5,20120116,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,86213-3,Investment BANK hub,90071,False,restricted,79693,86712,210705,BUK,N,N,N,N,109173,external,425511, KRW,George Taylor,pqweson6@example.com,restricted,7966-9641-4494,Guernsey,112972.76853112574,441710.4277624058,648360.5937140002,George Taylor,pqweson6@example.com,Guernsey,GGY,False,False,False
e26da8ca-21f0-4d14-bd19-075db5901e73,3a9aafc6-457,20240213,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,4615-1,OperTreas,11678,True,FUSD,28308,62484,564131,BUK,N,Y,N,Y,873123,internal,229085,SEK,restricted,restricted,restricted,4280-2901-4889,Netherlands,858205.8200768883,363750.2521959601,813009.0075363829,restricted,restricted,Netherlands,NL,True,True,False
8611238b-50cc-448b-8e0e-72de2f8881c9,04bb031d-e5a,20060810,UnsecuredFunding_ACBS,NULL,ACBS,Settled,53299-2,OperTreas,5335,True,FUTR,82261,951963,377054,BPLC,N,Y,Y,Y,228331,external,291029,SGD,restricted,pqweson8@example.com,restricted,5342-7403-4661,Italy,586592.6538818214,6380.567873996874,82137.17336557184,restricted,pqweson8@example.com,Italy,IT,False,True,False
985465ff-81ef-4f10-9383-826d126ac1a3,8d5f2146-6c4,20200723,UnsecuredFunding_ACBS,NULL,ACBS,Settled,20842-1,OperTreas,30502,False,restricted,48028,872490,326279,BUK,Y,N,N,N,295469,internal,172956,AUD,Wilson Taylor,pqweson9@example.com,restricted,7656-5042-2770,Italy,830336.2853597681,40890.9564807429,893220.164245513,Wilson Taylor,pqweson9@example.com,Italy,IT,False,True,False
