rowuniqueId,datasetId,datasetDate,datasetClassId,ldbTradKey,settlementSystem,settlementStatus,frontOfficeTradeId,tradingBookCode,settlementbookCode,isMatured,productType,bookhierarchyId,sapAccountId,principalBranchSDSID,principalBranchName,principal_bplc_group_legalentity,principal_bblc_group_legalentity,principal_bplc_dolsub_legalentity,principal_bblc_dolsub_legalentity,counterpartySDSID,counterpartyType,counterpartyID,transactionslCurrency,name,mail,ssn,creditCardNumber,country,collateralValue,CashAmount,marketValue,DerivedName,DerivedMail,DerivedCountry,DerivedCountryCode,is_pii,is_gdpr,is_geoRestricted
6b93c0e6-3877-490c-ba8f-b72100806ff9,f2e6e8b3-787,20120611,UnsecuredFunding_ACBS,NULL,ACBS,Settled,19189-10,OperTreas,4307,True,FUTR,60921,436702,945490,BBLC,N,Y,Y,N,60347,internal,459672,AUD,George Smith,restricted,849-97-1168,5451-5350-9181,Hong Kong,628067.0243101984,852557.8751499192,450121.5319027652,George Smith,restricted,Hong Kong,HKG,False,False,False
855233b1-bc68-43b8-8c1c-8cdb46d5525c,72f234f4-967,20231202,UnsecuredFunding_ACBS,NULL,ACBS,Settled,87166-8,Cash/Rish Hub BUK,53492,False,FUSD,64613,589880,130418,BUK,N,N,Y,Y,287034,external,82034, KRW,restricted,pqweson1@example.com,351-24-6896,7619-6028-5792,Japan,534738.7796597882,968865.7221706382,718647.0201527684,restricted,pqweson1@example.com,Japan,JP,False,False,False
0f0ff1db-45a2-4333-bac5-2750780e59f7,3a37c236-72d,20221011,UnsecuredFunding_ACBS,NULL,ACBS,Settled,8720-9,Cash/Rish Hub BUK,95577,True,NULL,41717,953716,332070,BUK,Y,N,Y,Y,639477,internal,376416,RUB,Fiona Smith,restricted,703-62-9136,7970-6351-1456,Portugal,570659.8229782355,404458.76562119747,514716.76900505536,Fiona Smith,restricted,Portugal,PT,False,True,False
d3d14264-b01c-4535-943f-83f293e7f98b,7a047786-c7f,20211208,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,74991-10,Cash/Rish Hub BUK,46407,False,restricted,17339,138231,197092,BUK,Y,N,Y,Y,507433,external,73178, KRW,Bob Jones,restricted,restricted,8993-3754-9766,Israel,994051.078677657,720570.0977519241,143511.4891630037,Bob Jones,restricted,Israel,IL,False,False,False
a9d22c3b-354a-43d0-8c3b-b3a407278b8a,6486e1d8-005,20100924,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,60983-7,OperTreas,55930,True,FUTR,91640,326697,500078,BPLC,N,N,Y,Y,241302,internal,566870,SEK,restricted,pqweson4@example.com,701-58-3422,2722-1195-2230,Singapore,234449.5639816888,746074.6160220866,755798.7009452039,restricted,pqweson4@example.com,Singapore,SG,False,False,False
2125b7ab-5cae-4b56-9969-ec59aca33c63,eb078566-1be,20120717,UnsecuredFunding_ACBS,NULL,ACBS,Settled,36415-3,Cash/Rish Hub BUK,47069,False,VanillaCap,2892,179173,654910,BBLC,Y,N,Y,N,75545,external,871070,USD,restricted,pqweson5@example.com,restricted,4999-5174-5794,Mexico,846002.8890914763,855782.6503417791,58142.537599321084,restricted,pqweson5@example.com,Mexico,MX,False,False,False
82c4a74a-4bc2-4c86-9fc9-e6273b3037b1,946970e5-2d9,20230719,UnsecuredFunding_ACBS,NULL,ACBS,Settled,39219-4,Investment BANK hub,18714,False,FUSD,7624,120530,608245,BPLC,N,Y,Y,N,250354,internal,329066,SGD,Diana Williams,restricted,540-35-7737,4668-9638-4460,Portugal,606294.9230828808,314452.1950177593,744650.3357658219,Diana Williams,restricted,Portugal,PT,False,True,False
df9a7239-36c1-42ca-afa4-47fa0713ec0c,71d2c42f-c82,20080610,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,60492-9,OperTreas,70375,False,restricted,80730,770198,164364,BPLC,N,Y,N,Y,899561,external,959035,USD,restricted,restricted,restricted,6639-9995-1912,Jersey,710151.8095719102,373389.9556482816,555250.2157674251,restricted,restricted,Jersey,JEY,True,False,False
469d63fe-c100-422d-a2a0-192b0fe9aa33,1b9a79ee-5df,20180411,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,87724-5,Investment BANK hub,89664,False,restricted,70625,873102,227406,BUK,N,Y,N,Y,171549,external,480633,CHF,restricted,pqweson8@example.com,880-80-9109,6442-6514-1635,Australia,359266.812440125,112896.69316015278,948235.8642001594,restricted,pqweson8@example.com,Australia,AU,False,False,False
f7ec732c-526b-492d-9503-aec7df7cbf17,5ce7ce0f-efa,20240320,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,22338-6,OperTreas,73856,True,NULL,59384,911991,425609,BPLC,Y,N,Y,N,923244,internal,710487,SEK,Hannah Taylor,pqweson9@example.com,restricted,1855-3331-7048,Monaco,647738.0792548547,374322.698592412,514675.22364118363,Hannah Taylor,pqweson9@example.com,Monaco,MC,False,False,False
