rowuniqueId,datasetId,datasetDate,datasetClassId,ldbTradKey,settlementSystem,settlementStatus,frontOfficeTradeId,tradingBookCode,settlementbookCode,isMatured,productType,bookhierarchyId,sapAccountId,principalBranchSDSID,principalBranchName,principal_bplc_group_legalentity,principal_bblc_group_legalentity,principal_bplc_dolsub_legalentity,principal_bblc_dolsub_legalentity,counterpartySDSID,counterpartyType,counterpartyID,transactionslCurrency,name,mail,ssn,creditCardNumber,country,collateralValue,CashAmount,marketValue,DerivedName,DerivedMail,DerivedCountry,DerivedCountryCode,is_pii,is_gdpr,is_geoRestricted
d74aba32-0cc5-4e81-bf60-b07015eb0825,8c7850c7-b13,20240421,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,26967-5,OperTreas,67226,False,VanillaCap,71843,459671,111530,BUK,Y,N,Y,N,928716,internal,558027,MXN,restricted,restricted,restricted,7204-9247-3988,Australia,784448.7464305338,153300.50477995205,425960.27044910804,restricted,restricted,Australia,AU,True,False,False
ab280492-168f-421c-9ece-7c95c2eda7ae,eb0822ec-74f,20181208,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,13444-8,Investment BANK hub,42413,False,FUSD,23651,533208,153583,BUK,N,Y,N,Y,219297,external,568452,USD,restricted,restricted,736-87-7104,3164-3356-9531,Singapore,332226.3004891181,610416.249345406,589222.5652293299,restricted,restricted,Singapore,SG,False,False,False
fd84fae0-72ae-4d20-8457-e890069bdc9c,9fd0f6b7-744,20120910,UnsecuredFunding_ACBS,NULL,ACBS,Settled,18407-5,Cash/Rish Hub BUK,24200,True,FUTR,69465,360328,206749,BUK,N,Y,N,Y,937501,external,605776,ZAR,John Adam,restricted,795-50-6987,3583-8968-3657,Lithuania,332856.1928873755,232010.66450463148,734492.7253345721,John Adam,restricted,Lithuania,LT,False,True,False
b321c635-5f64-4c63-96e4-064c9db01aa0,d3ab03d4-9ac,20110316,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,84933-7,OperTreas,89881,False,FUTR,58597,656920,934108,BPLC,N,Y,Y,Y,736776,internal,873490,HKD,restricted,person3@example.com,459-91-2222,3598-7343-6071,Singapore,121436.35628134276,857771.7865213605,290610.76814476855,restricted,person3@example.com,Singapore,SG,False,False,False
f91f00fd-9f74-474c-8c8b-333040caa205,f84becde-a53,20081114,UnsecuredFunding_ACBS,NULL,ACBS,Settled,49252-0,Cash/Rish Hub BUK,70376,False,FUTR,90072,761366,757223,BBLC,N,N,N,Y,326154,external,106175,ZAR,restricted,restricted,restricted,3335-2701-7079,Ireland,889600.0895507961,414091.73350875056,771084.2776245797,restricted,restricted,Ireland,IE,True,True,False
5e921ee9-e510-45c5-a9df-a7e708d77817,28557efa-9a3,20100406,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,41834-3,Cash/Rish Hub BUK,69410,True,NULL,29328,475405,859347,BPLC,Y,Y,Y,Y,870682,external,252500,GBP,restricted,restricted,908-81-2775,3872-5409-8886,Hong Kong,414331.7045620957,440346.0942260871,972651.125191135,restricted,restricted,Hong Kong,HKG,False,False,False
3bdfb1ae-9b45-4287-9193-c94ff5c3a257,ab463ccc-578,20160517,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,48219-9,Investment BANK hub,28989,False,VanillaCap,78752,737826,87514,BUK,N,Y,N,Y,978422,external,530011,HKD,restricted,restricted,293-15-2143,1445-8437-2699,Hong Kong,487930.7234860852,91988.13137435968,357862.81020173157,restricted,restricted,Hong Kong,HKG,False,False,False
04f7b419-463b-4f93-87b2-6459b515b4f9,ee6943c9-0e7,20170419,UnsecuredFunding_ACBS,NULL,ACBS,Settled,38496-0,Cash/Rish Hub BUK,2419,False,restricted,89126,794787,321064,BPLC,N,Y,N,Y,597865,external,729951,RUB,restricted,person7@example.com,587-57-9054,8800-8854-2387,Hong Kong,15856.655734462873,551965.0249062955,11661.61951685991,restricted,person7@example.com,Hong Kong,HKG,False,False,False
6ed770b9-3cac-4fa5-bb41-0343ceb2bf83,c4fcb45f-fa7,20201218,UnsecuredFunding_ACBS,NULL,ACBS,Settled,10115-6,OperTreas,86434,False,FUTR,77962,722699,908393,BBLC,Y,Y,N,N,376752,internal,646955,JPY,Jane Wilson,person8@example.com,117-26-5924,4265-6211-3054,United Arab Emirates,153243.94712774738,417543.3783529819,576898.6422378853,Jane Wilson,person8@example.com,United Arab Emirates,AE,False,False,True
56bbe5b9-8229-4dbd-a3fd-12137aee12a7,eb365c33-9a2,20160814,UnsecuredFunding_ACBS,NULL,ACBS,Not yet Settled,99282-2,Investment BANK hub,49635,False,NULL,27075,173571,576461,BPLC,Y,Y,Y,Y,935497,internal,97533,ZAR,Diana Wilson,restricted,299-29-8327,8697-4454-7490,Guernsey,11530.331338687556,966242.263566071,290407.1660645675,Diana Wilson,restricted,Guernsey,GGY,False,False,False
